Company;Market Value;Revenue;Profits;Assets;Rank;Sector;Industry;Continent;Country;Headquarters;State;CEO;Forbes Webpage
Cathay Financial;20,161;13,747;1,5595;218,836;324;Financials;Life & Health Insurance;Asia;Taiwan;Taiwan;;Chang-Ken Lee;http://www.forbes.com/companies/cathay-financial/
SingTel;52,136;13,427;2,9527;31,131;325;Telecommunication Services;Telecommunications services;Asia;Singapore;Singapore;;Sock Chua;http://www.forbes.com/companies/singtel/
PG&E;25,945;17,09;1,45;61,877;326;Utilities;Electric Utilities;North America;United States;California;California;Anthony Earley;http://www.forbes.com/companies/pge/
Cardinal Health;29,689;93,928;1,104;27,248;327;Health Care;Pharmaceuticals;North America;United States;Ohio;Ohio;George Barrett;http://www.forbes.com/companies/cardinal-health/
Old Mutual;16,74;25,485;0,9583;218,61;328;Financials;Investment Services;Europe;United Kingdom;United Kingdom;;Julian Frow;http://www.forbes.com/companies/old-mutual/
Standard Bank Group;23,126;12,223;1,6834;164,481;329;Financials;Regional Banks;Africa;South Africa;South Africa;;Ben Kruger;http://www.forbes.com/companies/standard-bank-group/
CaixaBank;28,182;15,331;0,8224;409,751;330;Financials;Regional Banks;Europe;Spain;Spain;;Gonzalo Rotaeche;http://www.forbes.com/companies/caixabank/
Devon Energy;26,068;17,555;1,589;50,637;331;Energy;Oil & Gas Operations;North America;United States;Oklahoma;Oklahoma;John Richels;http://www.forbes.com/companies/devon-energy/
Poly Real Estate;19,587;17,568;1,98;60,159;332;Financials;Real Estate;Asia;China;China;;Zhu Mingxin;http://www.forbes.com/companies/poly-real-estate/
Emerson Electric;39,05;24,511;2,21;23,724;333;Industrials;Electrical Equipment;North America;United States;Missouri;Missouri;David Farr;http://www.forbes.com/companies/emerson-electric/
Mitsubishi Heavy Industries;18,781;35,618;1,4492;44,026;334;Industrials;Heavy Equipment;Asia;Japan;Japan;;Shunichi Miyanaga;http://www.forbes.com/companies/mitsubishi-heavy-industries/
Ameriprise Financial;23,597;12,146;1,619;148,81;335;Financials;Investment Services;North America;United States;Minnesota;Minnesota;James Cracchiolo;http://www.forbes.com/companies/ameriprise-financial/
Northrop Grumman;31,973;23,979;2,069;26,572;336;Industrials;Aerospace & Defense;North America;United States;Virginia;Virginia;Wesley Bush;http://www.forbes.com/companies/northrop-grumman/
Investor AB;30,805;10,481;7,4011;41,323;337;Financials;Investment Services;Europe;Sweden;Sweden;;Börje Ekholm;http://www.forbes.com/companies/investor-ab/
Delta Air Lines;34,422;40,315;0,659;54,121;338;Industrials;Airline;North America;United States;Georgia;Georgia;Richard Anderson;http://www.forbes.com/companies/delta-air-lines/
Woolworths;28,01;55,481;2,1725;20,688;339;Consumer Staples;Food Retail;Australia;Australia;Australia;;Grant O'Brien;http://www.forbes.com/companies/woolworths/
Dominion Resources;42,781;12,946;1,31;54,327;340;Utilities;Electric Utilities;North America;United States;Virginia;Virginia;Thomas Farrell;http://www.forbes.com/companies/dominion-resources/
National Oilwell Varco;21,604;22,302;2,502;33,562;341;Energy;Oil Services & Equipment;North America;United States;Texas;Texas;Clay Williams;http://www.forbes.com/companies/national-oilwell-varco/
Baker Hughes;28,533;24,551;1,719;29,574;342;Energy;Oil Services & Equipment;North America;United States;Texas;Texas;Martin Craighead;http://www.forbes.com/companies/baker-hughes/
Chubb;23,43;14,063;2,1;53,865;343;Financials;Property & Casualty Insurance;North America;United States;New Jersey;New Jersey;John Finnegan;http://www.forbes.com/companies/chubb/
Merck;50,667;15,255;1,5351;32,1;344;Health Care;Pharmaceuticals;Europe;Germany;Germany;;Karl-Ludwig Kley;http://www.forbes.com/companies/merck/
United Continental Holdings;23,1;38,901;1,13;37,353;345;Industrials;Airline;North America;United States;Illinois;Illinois;Jeffery Smisek;http://www.forbes.com/companies/united-continental-holdings/
Baxter International;37,303;16,882;2,497;25,917;346;Health Care;Medical Equipment & Supplies;North America;United States;Illinois;Illinois;Robert Parkinson Jr;http://www.forbes.com/companies/baxter-international/
Nokia;28,59;16,888;4,1664;25,487;347;Information Technology;Communications Equipment;Europe;Finland;Finland;;Rajeev Suri;http://www.forbes.com/companies/nokia/
United Overseas Bank;27,526;7,744;2,5549;231,576;348;Financials;Regional Banks;Asia;Singapore;Singapore;;Ee Wee;http://www.forbes.com/companies/united-overseas-bank/
Indian Oil;14,608;74,254;1,1724;44,653;349;Energy;Oil & Gas Operations;Asia;India;India;;Ashok Balasubramanian;http://www.forbes.com/companies/indian-oil/
Holcim;24,894;20,876;1,4059;39,938;350;Materials;Construction Materials;Europe;Switzerland;Switzerland;;Bernard Fontana;http://www.forbes.com/companies/holcim/
Carnival;37,418;15,829;1,3;38,714;351;Consumer Discretionary;Hotels & Motels;North America;United States;Florida;Florida;Arnold Donald;http://www.forbes.com/companies/carnival/
Fannie Mae;2,976;122,346;14,208;3248,176;351;Financials;Investment Services;North America;United States;District of Columbia;District of Columbia;Timothy J;http://www.forbes.com/companies/fannie-mae/
Huaneng Power International;19,035;20,205;1,7118;44,109;353;Utilities;Electric Utilities;Asia;China;China;;Liu Guoyue;http://www.forbes.com/companies/huaneng-power-international/
SK Hynix;29,994;16,269;3,9856;24,458;354;Information Technology;Semiconductors;Asia;South Korea;South Korea;;Seong-Wook Park;http://www.forbes.com/companies/sk-hynix/
Micron Technology;29,551;16,948;3,893;23,818;355;Information Technology;Semiconductors;North America;United States;Idaho;Idaho;D Durcan;http://www.forbes.com/companies/micron-technology/
Takeda Pharmaceutical;39,345;16,888;1,0648;38,812;356;Health Care;Pharmaceuticals;Asia;Japan;Japan;;Christophe Weber;http://www.forbes.com/companies/takeda-pharmaceutical/
Toshiba;17,335;63,172;0,7942;58,184;356;Information Technology;Electronics;Asia;Japan;Japan;;Hisao Tanaka;http://www.forbes.com/companies/toshiba/
Discover Financial Services;25,787;9,514;2,307;83,427;358;Financials;Consumer Financial Services;North America;United States;Illinois;Illinois;David Nelms;http://www.forbes.com/companies/discover-financial-services/
Standard Life;14,125;27,327;0,8282;326,029;359;Financials;Life & Health Insurance;Europe;United Kingdom;United Kingdom;;David Nish;http://www.forbes.com/companies/standard-life/
Monsanto;55,747;14,928;2,37;22,402;360;Materials;Specialized Chemicals;North America;United States;Missouri;Missouri;Hugh Grant;http://www.forbes.com/companies/monsanto/
Lincoln National;14,622;13,785;1,513;255,23;361;Financials;Life & Health Insurance;North America;United States;Pennsylvania;Pennsylvania;Dennis Glass;http://www.forbes.com/companies/lincoln-national/
Teliasonera;27,817;14,72;2,1122;34,754;362;Telecommunication Services;Telecommunications services;Europe;Sweden;Sweden;;Johan Dennelind;http://www.forbes.com/companies/teliasonera/
Las Vegas Sands;45,395;14,584;2,8406;22,362;363;Consumer Discretionary;Casinos & Gaming;North America;United States;Nevada;Nevada;Sheldon Adelson;http://www.forbes.com/companies/las-vegas-sands/
Occidental Petroleum;58,956;19,395;0,616;56,259;364;Energy;Oil & Gas Operations;North America;United States;Texas;Texas;Stephen Chazen;http://www.forbes.com/companies/occidental-petroleum/
Canadian National Railway;53,492;10,986;2,8675;27,781;365;Industrials;Railroads;North America;Canada;Canada;;Claude Mongeau;http://www.forbes.com/companies/canadian-national-railway/
Sasol;21,913;18,829;3,3569;25,992;366;Materials;Diversified Chemicals;Africa;South Africa;South Africa;;David Constable;http://www.forbes.com/companies/sasol/
KB Financial Group;13,659;15,567;1,3307;280,54;367;Financials;Regional Banks;Asia;South Korea;South Korea;;Jong-Kyoo Yoon;http://www.forbes.com/companies/kb-financial-group/
BNP Paribas;78,408;124,517;0,2083;2514,192;368;Financials;Major Banks;Europe;France;France;;Jean-Laurent Bonnafé;http://www.forbes.com/companies/bnp-paribas/
Wilmar International;15,236;43,079;1,1582;43,558;369;Consumer Staples;Food Processing;Asia;Singapore;Singapore;;Khoon Kuok;http://www.forbes.com/companies/wilmar-international/
Automatic Data;40,982;11,629;1,4266;43,503;370;Consumer Discretionary;Business & Personal Services;North America;United States;New Jersey;New Jersey;Carlos Rodriguez;http://www.forbes.com/companies/automatic-data/
Maybank;24,46;8,112;2,0527;183,126;371;Financials;Regional Banks;Asia;Malaysia;Malaysia;;Abdul Bin Alias;http://www.forbes.com/companies/maybank/
Hartford Financial Services;17,819;18,482;0,798;247,806;372;Financials;Diversified Insurance;North America;United States;Connecticut;Connecticut;Christopher Swift;http://www.forbes.com/companies/hartford-financial-services/
Danske Bank;27,669;14,863;0,6379;561,124;373;Financials;Regional Banks;Europe;Denmark;Denmark;;Thomas Borgen;http://www.forbes.com/companies/danske-bank/
Richemont;47,322;14,588;2,4306;22,07;374;Consumer Discretionary;Specialty Stores;Europe;Switzerland;Switzerland;;Bernard Fornas;http://www.forbes.com/companies/richemont/
Humana;26,673;48,5;1,147;24,099;375;Health Care;Managed Health Care;North America;United States;Kentucky;Kentucky;Bruce Broussard;http://www.forbes.com/companies/humana/
HDFC Bank;41,612;8,413;1,4468;84,337;376;Financials;Regional Banks;Asia;India;India;;Aditya Puri;http://www.forbes.com/companies/hdfc-bank/
Freddie Mac;1,58;70,903;7,69;1945,539;377;Financials;Investment Services;North America;United States;Virginia;Virginia;Donald Layton;http://www.forbes.com/companies/freddie-mac/
BAE Systems;24,779;25,406;1,2185;30,854;378;Industrials;Aerospace & Defense;Europe;United Kingdom;United Kingdom;;Ian King;http://www.forbes.com/companies/bae-systems/
Femsa;33,776;20,87;1,32;25,521;379;Consumer Staples;Beverages;North America;Mexico;Mexico;;Carlos Lomelín;http://www.forbes.com/companies/femsa/
Heineken Holding;20,865;25,543;1,0097;42,868;380;Consumer Staples;Beverages;Europe;Netherlands;Netherlands;;Jean-François Van Boxmeer;http://www.forbes.com/companies/heineken-holding/
Qatar National Bank;36,712;6,05;2,8712;133,565;381;Financials;Regional Banks;Asia;Qatar;Qatar;;Ali Al-Kuwari;http://www.forbes.com/companies/qatar-national-bank/
Edison International;20,93;13,413;1,723;50,186;382;Utilities;Electric Utilities;North America;United States;California;California;Theodore Craver Jr;http://www.forbes.com/companies/edison-international/
Etisalat;26,636;13,277;2,4209;33,111;383;Telecommunication Services;Telecommunications services;Asia;United Arab Emirates;United Arab Emirates;;Ahmad Mohammad Julfar;http://www.forbes.com/companies/etisalat/
CSX;32,96;12,669;1,927;33,053;384;Industrials;Railroads;North America;United States;Florida;Florida;Michael Ward;http://www.forbes.com/companies/csx/
Gree Electric Appliances;21,558;21,185;2,1342;25,98;385;Consumer Discretionary;Household Appliances;Asia;China;China;;Dong Zhu;http://www.forbes.com/companies/gree-electric-appliances/
Telenor;30,898;17,462;1,6408;26,042;386;Telecommunication Services;Telecommunications services;Europe;Norway;Norway;;Jon Baksaas;http://www.forbes.com/companies/telenor/
Marubeni;10,063;74,077;1,2076;66,68;387;Industrials;Trading Companies;Asia;Japan;Japan;;Fumiya Kokubu;http://www.forbes.com/companies/marubeni/
Posco;18,984;61,842;0,5634;77,562;388;Materials;Iron & Steel;Asia;South Korea;South Korea;;In-Hwan Jang;http://www.forbes.com/companies/posco/
EXOR;11,41;158,272;0,6374;189,375;389;Financials;Investment Services;Europe;Italy;Italy;;John Elkann;http://www.forbes.com/companies/exor/
Macquarie Group;20,036;10,956;1,2332;142,049;389;Financials;Investment Services;Australia;Australia;Australia;;Nicholas Moore;http://www.forbes.com/companies/macquarie-group/
EDP-Energias de Portugal;14,126;21,613;1,4617;51,878;391;Utilities;Electric Utilities;Europe;Portugal;Portugal;;António Nunes Mexia;http://www.forbes.com/companies/edp-energias-de-portugal/
CBS;30,372;14,092;2,959;24,072;392;Consumer Discretionary;Broadcasting & Cable;North America;United States;New York;New York;Leslie Moonves;http://www.forbes.com/companies/cbs/
Hess;20,847;13,519;2,317;38,578;393;Energy;Oil & Gas Operations;North America;United States;New York;New York;John Hess;http://www.forbes.com/companies/hess/
Thomson Reuters;33,247;12,609;1,9346;30,597;394;Consumer Discretionary;Printing & Publishing;North America;United States;New York;New York;James Smith;http://www.forbes.com/companies/thomson-reuters/
MTN Group;34,536;13,545;2,9572;21,928;395;Telecommunication Services;Telecommunications services;Africa;South Africa;South Africa;;R Dabengwa;http://www.forbes.com/companies/mtn-group/
SunTrust Banks;21,559;8,126;1,763;190,328;396;Financials;Regional Banks;North America;United States;Georgia;Georgia;William Rogers;http://www.forbes.com/companies/suntrust-banks/
FirstRand;26,872;8,349;1,8623;84,585;397;Financials;Major Banks;Africa;South Africa;South Africa;;Sizwe Nxasana;http://www.forbes.com/companies/firstrand/
Norfolk Southern;31,989;11,624;1,997;33,647;397;Industrials;Railroads;North America;United States;Virginia;Virginia;Charles Moorman IV;http://www.forbes.com/companies/norfolk-southern/
Husky Energy;21,352;21,88;1,139;34,457;399;Energy;Oil & Gas Operations;North America;Canada;Canada;;Asim Ghosh;http://www.forbes.com/companies/husky-energy/
PPL;22,941;11,499;1,732;48,864;399;Utilities;Electric Utilities;North America;United States;Pennsylvania;Pennsylvania;William Spence;http://www.forbes.com/companies/ppl/
Bouygues;13,7;43,956;1,0704;42,192;401;Industrials;Construction Services;Europe;France;France;;Martin Bouygues;http://www.forbes.com/companies/bouygues/
Baoshan Iron & Steel;19,188;30,4;0,9401;36,954;402;Materials;Iron & Steel;Asia;China;China;;Zhihao Dai;http://www.forbes.com/companies/baoshan-iron-steel/
Mapfre;11,687;27,862;1,121;77,279;402;Financials;Diversified Insurance;Europe;Spain;Spain;;Antonio Mejías;http://www.forbes.com/companies/mapfre/
Barclays;63,742;53,014;-0,2866;2117,315;404;Financials;Major Banks;Europe;United Kingdom;United Kingdom;;Antony Jenkins;http://www.forbes.com/companies/barclays/
Saudi Telecom;32,79;12,292;2,9349;24,216;405;Telecommunication Services;Telecommunications services;Asia;Saudi Arabia;Saudi Arabia;;Khaled Bin Saleh Al-Biyari;http://www.forbes.com/companies/saudi-telecom/
TransCanada;30,736;9,263;1,666;50,893;406;Energy;Oil Services & Equipment;North America;Canada;Canada;;Russell Girling;http://www.forbes.com/companies/transcanada/
General Mills;33,822;17,615;1,4391;23,383;407;Consumer Staples;Food Processing;North America;United States;Minnesota;Minnesota;Kendall Powell;http://www.forbes.com/companies/general-mills/
Tenaga Nasional;22,321;13,611;2,1793;33,343;408;Utilities;Electric Utilities;Asia;Malaysia;Malaysia;;Azman Bin Mohammed;http://www.forbes.com/companies/tenaga-nasional/
Williams Cos;37,619;7,637;2,114;50,563;409;Energy;Oil Services & Equipment;North America;United States;Oklahoma;Oklahoma;Alan Armstrong;http://www.forbes.com/companies/williams/
Kraft Foods;52,202;18,205;1,037;22,947;410;Consumer Staples;Food Processing;North America;United States;Illinois;Illinois;John Cahill;http://www.forbes.com/companies/kraft-foods/
JFE Holdings;13,604;36,307;1,2536;37,963;411;Materials;Iron & Steel;Asia;Japan;Japan;;Hajime Bada;http://www.forbes.com/companies/jfe-holdings/
Macy's;23,273;28,105;1,526;21,461;411;Consumer Discretionary;Department Stores;North America;United States;Ohio;Ohio;Terry Lundgren;http://www.forbes.com/companies/macys/
Vale;29,042;37,502;0,4053;116,4;413;Materials;Iron & Steel;South America;Brazil;Brazil;;Murilo De Oliveira Ferreira;http://www.forbes.com/companies/vale/
Novo Nordisk;146,952;15,802;4,7121;12,523;414;Health Care;Pharmaceuticals;Europe;Denmark;Denmark;;Lars Sørensen;http://www.forbes.com/companies/novo-nordisk/
Michelin Group;19,041;25,936;1,3596;27,133;415;Consumer Discretionary;Auto & Truck Parts;Europe;France;France;;Jean-Dominique Senard;http://www.forbes.com/companies/michelin-group/
Petrobras;44,359;143,657;-7,503;298,687;416;Energy;Oil & Gas Operations;South America;Brazil;Brazil;;Aldemir Bendine;http://www.forbes.com/companies/petrobras/
Magna International;22,174;36,649;1,8827;18,139;417;Consumer Discretionary;Auto & Truck Parts;North America;Canada;Canada;;Donald Walker;http://www.forbes.com/companies/magna-international/
Texas Instruments;59,488;13,045;2,778;17,722;418;Information Technology;Semiconductors;North America;United States;Texas;Texas;Richard Templeton;http://www.forbes.com/companies/texas-instruments/
International Airlines;18,237;26,734;1,3078;28,62;419;Industrials;Airline;Europe;United Kingdom;United Kingdom;;William Walsh;http://www.forbes.com/companies/international-airlines/
Toyota Industries;19,28;19,938;1,1042;36,92;420;Consumer Discretionary;Auto & Truck Parts;Asia;Japan;Japan;;Akira Ohnishi;http://www.forbes.com/companies/toyota-industries/
Sumitomo Mitsui Trust;16,328;8,794;1,4645;381,07;421;Financials;Regional Banks;Asia;Japan;Japan;;Kunitaro Kitamura;http://www.forbes.com/companies/sumitomo-mitsui-trust/
Marathon Oil;18,837;11,604;3,046;36,011;422;Energy;Oil & Gas Operations;North America;United States;Texas;Texas;Lee Tillman;http://www.forbes.com/companies/marathon-oil/
Fuji Heavy Industries;26,738;26,078;2,0352;17,243;423;Consumer Discretionary;Auto & Truck Manufacturers;Asia;Japan;Japan;;Yasuyuki Yoshinaga;http://www.forbes.com/companies/fuji-heavy-industries/
Illinois Tool Works;36,496;14,484;2,957;17,678;424;Industrials;Other Industrial Equipment;North America;United States;Illinois;Illinois;Ernest Santi;http://www.forbes.com/companies/illinois-tool-works/
Viacom;27,851;13,93;2,344;23,416;424;Consumer Discretionary;Broadcasting & Cable;North America;United States;New York;New York;Philippe Dauman;http://www.forbes.com/companies/viacom/
British Sky Broadcasting;25,612;13,439;2,5406;24,605;426;Consumer Discretionary;Broadcasting & Cable;Europe;United Kingdom;United Kingdom;;Jeremy Darroch;http://www.forbes.com/companies/british-sky-broadcasting/
Allied Irish Banks;56,679;6,073;1,1686;130,371;427;Financials;Regional Banks;Europe;Ireland;Ireland;;David Duffy;http://www.forbes.com/companies/allied-irish-banks/
Sampo;29,398;8,867;2,0427;41,785;427;Financials;Diversified Insurance;Europe;Finland;Finland;;Kari Stadigh;http://www.forbes.com/companies/sampo/
Charles Schwab;39,351;6,114;1,321;154,642;429;Financials;Investment Services;North America;United States;California;California;Walt Bettinger;http://www.forbes.com/companies/charles-schwab/
Royal Bank of Scotland;60,155;35,628;-4,5649;1638,402;430;Financials;Major Banks;Europe;United Kingdom;United Kingdom;;Ross Mcewan;http://www.forbes.com/companies/royal-bank-of-scotland/
NTPC;20,176;12,944;1,8869;35,395;431;Utilities;Electric Utilities;Asia;India;India;;Arup Choudhury;http://www.forbes.com/companies/ntpc/
Citic Securities;59,422;5,655;1,8399;77,309;432;Financials;Investment Services;Asia;China;China;;Wang Dongming;http://www.forbes.com/companies/citic-securities/
Mitsui Fudosan;30,117;15,173;0,8087;40,266;433;Financials;Real Estate;Asia;Japan;Japan;;Hiromichi Masanobu;http://www.forbes.com/companies/mitsui-fudosan/
China Resources Land;18,996;11,54;1,8967;42,595;434;Financials;Real Estate;Asia;Hong Kong;Hong Kong;;Yong Tang;http://www.forbes.com/companies/china-resources-land/
Grupo ACS;11,433;46,268;0,9512;47,58;435;Industrials;Construction Services;Europe;Spain;Spain;;Florentino Rodríguez;http://www.forbes.com/companies/grupo-acs/
Midea Group Co. Ltd.;23,272;22,891;1,7044;19,389;436;Consumer Discretionary;Household Appliances;Asia;China;China;;Fang Hongbo;http://www.forbes.com/companies/gd-midea-holding/
Principal Financial Group;15,114;10,525;1,1244;219,087;437;Financials;Life & Health Insurance;North America;United States;Iowa;Iowa;Larry Zimpleman;http://www.forbes.com/companies/principal-financial-group/
CenturyLink;20,042;18,031;0,772;50,147;438;Telecommunication Services;Telecommunications services;North America;United States;Louisiana;Louisiana;Glen Post III;http://www.forbes.com/companies/centurylink/
Fujifilm Holdings;19,002;23,436;1,0616;29,527;439;Consumer Discretionary;Consumer Electronics;Asia;Japan;Japan;;Shigetaka Komori;http://www.forbes.com/companies/fujifilm-holdings/
Pernod Ricard;32,463;10,606;1,2946;36,335;439;Consumer Staples;Beverages;Europe;France;France;;Alexandre Ricard;http://www.forbes.com/companies/pernod-ricard/
Corning;28,383;9,712;2,472;30,063;441;Information Technology;Communications Equipment;North America;United States;New York;New York;Wendell Weeks;http://www.forbes.com/companies/corning/
Voya Financial;10,006;11,419;2,2997;230,466;442;Financials;Investment Services;North America;United States;New York;New York;Rodney Martin Jr;http://www.forbes.com/companies/voya-financial/
CSR;35,113;19,341;0,8617;24,269;443;Industrials;Heavy Equipment;Asia;China;China;;Liu Hualong;http://www.forbes.com/companies/csr/
Talanx;8,255;37,699;0,9882;173,803;444;Financials;Diversified Insurance;Europe;Germany;Germany;;Herbert Haas;http://www.forbes.com/companies/talanx/
Colgate-Palmolive;63,433;17,277;2,18;13,459;445;Consumer Staples;Household/Personal Care;North America;United States;New York;New York;Ian Cook;http://www.forbes.com/companies/colgate-palmolive/
Kimberly-Clark;39,244;20,891;1,526;15,526;446;Consumer Staples;Household/Personal Care;North America;United States;Texas;Texas;Thomas Falk;http://www.forbes.com/companies/kimberly-clark/
Lenovo Group;16,049;44,32;0,887;29,247;447;Information Technology;Computer Hardware;Asia;China;China;;Yuan Yang;http://www.forbes.com/companies/lenovo-group/
AMP;14,796;15,584;0,7968;110,359;448;Financials;Investment Services;Australia;Australia;Australia;;Craig Meller;http://www.forbes.com/companies/amp/
Garanti Bank;14,669;9,549;1,6645;104,036;449;Financials;Regional Banks;Europe;Turkey;Turkey;;Sait Özen;http://www.forbes.com/companies/garanti-bank/
Syngenta;32,642;15,078;1,5878;20,315;450;Materials;Specialized Chemicals;Europe;Switzerland;Switzerland;;Michael Mack;http://www.forbes.com/companies/syngenta/
CNH Industrial;11,466;32,957;0,917;54,441;451;Industrials;Heavy Equipment;Europe;United Kingdom;United Kingdom;;Richard Tobin;http://www.forbes.com/companies/cnh-industrial/
Metallurgical Corp of China;15,805;34,083;0,6445;52,569;451;Industrials;Construction Services;Asia;China;China;;Zhang Zhaoxiang;http://www.forbes.com/companies/metallurgical-corp-of-china/
JBS;14,723;51,18;0,8649;31,226;453;Consumer Staples;Food Processing;South America;Brazil;Brazil;;Wesley Batista;http://www.forbes.com/companies/jbs/
Komatsu;19,688;18,902;1,5181;24,195;454;Industrials;Heavy Equipment;Asia;Japan;Japan;;Tetsuji Ohashi;http://www.forbes.com/companies/komatsu/
Sempra Energy;27,324;11;1,162;39,732;455;Utilities;Natural Gas Utilities;North America;United States;California;California;Debra Reed;http://www.forbes.com/companies/sempra-energy/
SK Telecom;20,295;16,305;1,6951;25,421;456;Telecommunication Services;Telecommunications services;Asia;South Korea;South Korea;;Dong-Hyun Jang;http://www.forbes.com/companies/sk-telecom/
Bank Rakyat Indonesia;24,854;6,939;2,0433;64,752;457;Financials;Regional Banks;Asia;Indonesia;Indonesia;;Sofyan Basir;http://www.forbes.com/companies/bank-rakyat-indonesia/
Amazon.com;175,091;88,988;-0,241;56,34;458;Consumer Discretionary;Internet & Catalog Retail;North America;United States;Washington;Washington;Jeffrey Bezos;http://www.forbes.com/companies/amazon/
TJX Cos;47,365;29,078;2,2151;11,128;458;Consumer Discretionary;Apparel/Footwear Retail;North America;United States;Massachusetts;Massachusetts;Carol Meyrowitz;http://www.forbes.com/companies/tjx-cos/
Starbucks;70,871;17,006;2,5105;12,351;460;Consumer Discretionary;Restaurants;North America;United States;Washington;Washington;Howard Schultz;http://www.forbes.com/companies/starbucks/
Aon;27,417;12,04;1,397;29,772;461;Financials;Insurance Brokers;Europe;United Kingdom;United Kingdom;;Gregory Case;http://www.forbes.com/companies/aon/
Associated British Foods;33,907;21,435;1,262;16,977;462;Consumer Staples;Food Processing;Europe;United Kingdom;United Kingdom;;Krzysztof Gbyl;http://www.forbes.com/companies/associated-british-foods/
PPG Industries;30,583;15,359;2,102;17,583;463;Materials;Diversified Chemicals;North America;United States;Pennsylvania;Pennsylvania;Charles Bunch;http://www.forbes.com/companies/ppg-industries/
Public Service Enterprise Group;21,47;11,67;1,518;35,333;464;Utilities;Electric Utilities;North America;United States;New Jersey;New Jersey;Ralph Izzo;http://www.forbes.com/companies/public-service-enterprise-group/
Sinohydro Group;15,375;24,682;0,7573;45,513;465;Industrials;Construction Services;Asia;China;China;;Zong Ma;http://www.forbes.com/companies/sinohydro-group/
TE Connectivity;28,907;14,052;1,9;20,153;466;Information Technology;Electronics;Europe;Switzerland;Switzerland;;Thomas Lynch;http://www.forbes.com/companies/te-connectivity/
Yahoo;40,88;4,617;7,5217;61,96;467;Information Technology;Computer Services;North America;United States;California;California;Marissa Mayer;http://www.forbes.com/companies/yahoo/
E.ON;30,255;147,973;-4,1916;152,091;468;Utilities;Electric Utilities;Europe;Germany;Germany;;Johannes Teyssen;http://www.forbes.com/companies/eon/
Mitsubishi Estate;33,065;10,274;0,9671;40,727;469;Financials;Real Estate;Asia;Japan;Japan;;Hirotaka Sugiyama;http://www.forbes.com/companies/mitsubishi-estate/
Swisscom;30,818;12,784;1,8505;21,066;470;Telecommunication Services;Telecommunications services;Europe;Switzerland;Switzerland;;Urs Schaeppi;http://www.forbes.com/companies/swisscom/
Orix;19,202;6,465;2,4113;94,912;471;Financials;Consumer Financial Services;Asia;Japan;Japan;;Makoto Inoue;http://www.forbes.com/companies/orix/
Philips;27,698;29,707;0,5505;34,307;472;Industrials;Conglomerates;Europe;Netherlands;Netherlands;;François Van Houten;http://www.forbes.com/companies/philips/
H&M;67,819;22,33;2,9306;9,9;473;Consumer Discretionary;Apparel/Footwear Retail;Europe;Sweden;Sweden;;Karl-Johan Persson;http://www.forbes.com/companies/hm/
Consolidated Edison;18,027;12,889;1,091;44,308;474;Utilities;Electric Utilities;North America;United States;New York;New York;John Mcavoy;http://www.forbes.com/companies/consolidated-edison/
Saudi Electricity;18,794;10,262;0,9627;84,651;474;Utilities;Electric Utilities;Asia;Saudi Arabia;Saudi Arabia;;Ziad Al-Shiha;http://www.forbes.com/companies/saudi-electricity/
China CNR;33,286;16,88;0,8914;24,041;476;Industrials;Heavy Equipment;Asia;China;China;;Xi Guohua;http://www.forbes.com/companies/china-cnr/
Fujitsu;14,609;45,107;0,9251;26,809;476;Information Technology;Computer Hardware;Asia;Japan;Japan;;Masami Yamamoto;http://www.forbes.com/companies/fujitsu/
Sony;34,183;76,943;-1,4996;135,763;478;Consumer Discretionary;Consumer Electronics;Asia;Japan;Japan;;Kazuo Hirai;http://www.forbes.com/companies/sony/
MasterCard;100,867;9,473;3,617;15,329;479;Financials;Consumer Financial Services;North America;United States;New York;New York;Ajay Banga;http://www.forbes.com/companies/mastercard/
Suzuki Motor;17,163;28,395;0,991;25,389;479;Consumer Discretionary;Auto & Truck Manufacturers;Asia;Japan;Japan;;Osamu Suzuki;http://www.forbes.com/companies/suzuki-motor/
China Cinda Asset Management;19,035;6,927;1,9309;87,706;481;;;Asia;China;China;;Zang Jingfan;http://www.forbes.com/companies/china-cinda-asset-management/
Southwest Airlines;27,735;18,605;1,139;20,2;482;Industrials;Airline;North America;United States;Texas;Texas;Gary Kelly;http://www.forbes.com/companies/southwest-airlines/
Chesapeake Energy;10,075;20,263;1,899;40,751;483;Energy;Oil & Gas Operations;North America;United States;Oklahoma;Oklahoma;Robert Lawler;http://www.forbes.com/companies/chesapeake-energy/
Praxair;35,286;12,273;1,694;19,802;484;Materials;Specialized Chemicals;North America;United States;Connecticut;Connecticut;Stephen Angel;http://www.forbes.com/companies/praxair/
HDFC;33,708;6,757;1,3979;51,931;485;Financials;Consumer Financial Services;Asia;India;India;;Keki Mistry;http://www.forbes.com/companies/hdfc/
Tata Consultancy Services;80,268;15,072;3,5226;11,048;485;Information Technology;Computer Services;Asia;India;India;;Natarajan Chandrasekaran;http://www.forbes.com/companies/tata-consultancy-services/
Paccar;22,007;18,997;1,3588;20,619;487;Industrials;Heavy Equipment;North America;United States;Washington;Washington;Ronald Armstrong;http://www.forbes.com/companies/paccar/
National Commercial Bank;31,936;4,959;2,3075;115,892;488;Financials;Regional Banks;Asia;Saudi Arabia;Saudi Arabia;;Saeed Al-Ghamdi;http://www.forbes.com/companies/national-commercial-bank/
