Company;Market Value;Revenue;Profits;Assets;Rank;Sector;Industry;Continent;Country;Headquarters;State;CEO;Forbes Webpage
Henry Schein;11,762;10,371;0,4661;6,139;1144;Health Care;Medical Equipment & Supplies;North America;United States;New York;New York;Stanley Bergman;http://www.forbes.com/companies/henry-schein/
Banca MPS;3,497;8,201;-7,098;221,976;1145;Financials;Regional Banks;Europe;Italy;Italy;;Fabrizio Viola;http://www.forbes.com/companies/banca-mps/
Vedanta Resources;1,974;13,242;0,0086;44,64;1146;Materials;Diversified Metals & Mining;Europe;United Kingdom;United Kingdom;;Tom Albanese;http://www.forbes.com/companies/vedanta-resources/
Amadeus IT Holdings;19,767;4,533;0,8386;7,46;1147;Information Technology;Software & Programming;Europe;Spain;Spain;;Luis Maroto;http://www.forbes.com/companies/amadeus-it-holdings/
Experian;16,661;4,892;0,8181;8,804;1147;Consumer Discretionary;Business & Personal Services;Europe;Ireland;Ireland;;Brian Cassin;http://www.forbes.com/companies/experian/
Shenzhen Overseas;11,243;3,908;0,7749;15,293;1147;Consumer Discretionary;Hotels & Motels;Asia;China;China;;Hou Songrong;http://www.forbes.com/companies/shenzhen-overseas/
Li & Fung;8,185;19,288;0,4412;8,477;1150;Industrials;Trading Companies;Asia;Hong Kong;Hong Kong;;Spencer Fung;http://www.forbes.com/companies/li-fung/
Rock-Tenn;8,751;10,047;0,495;10,898;1151;Materials;Containers & Packaging;North America;United States;Georgia;Georgia;Steven Voorhees;http://www.forbes.com/companies/rock-tenn/
Orient Securities;23,631;0,504;0,38;17,332;1152;Financials;Investment Services;Asia;China;China;;Wen Jin;http://www.forbes.com/companies/orient-securities/
Mohawk Industries;13,391;7,803;0,532;8,286;1153;Consumer Discretionary;Furniture & Fixtures;North America;United States;Georgia;Georgia;Jeffrey Lorberbaum;http://www.forbes.com/companies/mohawk-industries/
Bombardier;4,621;20,142;-1,3081;27,614;1154;Industrials;Aerospace & Defense;North America;Canada;Canada;;Alain Bellemare;http://www.forbes.com/companies/bombardier/
Saputo;11,17;9,624;0,5163;5,718;1154;Consumer Staples;Food Processing;North America;Canada;Canada;;Lino Saputo;http://www.forbes.com/companies/saputo/
National Bank of Greece;4,249;8,517;0,0875;139,717;1156;Financials;Regional Banks;Europe;Greece;Greece;;Alexandros Toyrkolias;http://www.forbes.com/companies/national-bank-of-greece/
Seiko Epson;6,414;10,089;1,1659;8,552;1157;Industrials;Business Products & Supplies;Asia;Japan;Japan;;Minoru Usui;http://www.forbes.com/companies/seiko-epson/
Alexion Pharmaceuticals;34,493;2,212;0,6569;4,202;1158;Health Care;Biotechs;North America;United States;Connecticut;Connecticut;David Hallal;http://www.forbes.com/companies/alexion-pharmaceuticals/
Red Eléctrica;11,335;2,45;0,9522;12,776;1158;Utilities;Electric Utilities;Europe;Spain;Spain;;José Blanco;http://www.forbes.com/companies/red-electrica/
Hyundai Engineering;5,635;16,517;0,3987;16,776;1160;Industrials;Construction Services;Asia;South Korea;South Korea;;Soo-Hyun Jung;http://www.forbes.com/companies/hyundai-engineering/
Western Union;10,495;5,609;0,8524;10,019;1161;Consumer Discretionary;Business & Personal Services;North America;United States;Colorado;Colorado;Hikmet Mba;http://www.forbes.com/companies/western-union/
Storebrand;1,679;7,771;0,327;65,641;1162;Financials;Diversified Insurance;Europe;Norway;Norway;;Odd Grefstad;http://www.forbes.com/companies/storebrand/
El Puerto de Liverpool;16,239;6,089;0,5834;7,143;1163;Consumer Discretionary;Department Stores;North America;Mexico;Mexico;;Jorge Martínez;http://www.forbes.com/companies/el-puerto-de-liverpool/
Arch Capital Group;7,766;3,991;0,8344;22,01;1164;Financials;Property & Casualty Insurance;North America;Bermuda;Bermuda;;Constantine Iordanou;http://www.forbes.com/companies/arch-capital-group/
Universal Health;11,683;8,065;0,5452;8,974;1164;Health Care;Healthcare Services;North America;United States;Pennsylvania;Pennsylvania;Alan Miller;http://www.forbes.com/companies/universal-health/
Bharat Heavy Electricals;9,257;6,475;0,5796;12,607;1166;Industrials;Electrical Equipment;Asia;India;India;;Prasada Bontha;http://www.forbes.com/companies/bharat-heavy-electricals/
New York Community;7,508;1,892;0,482;48,689;1166;Financials;Thrifts & Mortgage Finance;North America;United States;New York;New York;Joseph Ficalora;http://www.forbes.com/companies/new-york-community/
Brenntag;9,573;13,285;0,4501;7,52;1168;Materials;Specialized Chemicals;Europe;Germany;Germany;;Steven Holland;http://www.forbes.com/companies/brenntag/
Quest Diagnostics;10,985;7,435;0,554;9,877;1169;Health Care;Healthcare Services;North America;United States;New Jersey;New Jersey;Stephen Rusckowski;http://www.forbes.com/companies/quest-diagnostics/
Shaw Communications;10,968;4,802;0,7658;12,453;1170;Consumer Discretionary;Broadcasting & Cable;North America;Canada;Canada;;Bradley Shaw;http://www.forbes.com/companies/shaw-communications/
Starwood Hotels;14,575;5,983;0,643;8,659;1171;Consumer Discretionary;Hotels & Motels;North America;United States;Connecticut;Connecticut;Adam Aron;http://www.forbes.com/companies/starwood-hotels/
Renesas Electronics;12,551;7,646;0,5466;7,128;1172;Information Technology;Semiconductors;Asia;Japan;Japan;;Hisao Sakuta;http://www.forbes.com/companies/renesas-electronics/
Power Finance;5,943;3,579;0,9038;32,541;1173;Consumer Discretionary;Business & Personal Services;Asia;India;India;;Mukesh Goel;http://www.forbes.com/companies/power-finance/
Electrolux Group;9,147;16,334;0,3264;10,946;1174;Consumer Discretionary;Household Appliances;Europe;Sweden;Sweden;;Keith Mcloughlin;http://www.forbes.com/companies/electrolux-group/
Turkcell;10,056;5,511;0,8588;10,318;1175;Telecommunication Services;Telecommunications services;Europe;Turkey;Turkey;;Muhterem Terzioglu;http://www.forbes.com/companies/turkcell/
Yamato Holdings;10,365;13,197;0,3842;9,305;1176;Industrials;Trucking;Asia;Japan;Japan;;Makoto Kigawa;http://www.forbes.com/companies/yamato-holdings/
Sino-Ocean Land Holdings;4,723;6,384;0,7052;21,311;1177;Financials;Real Estate;Asia;China;China;;Ming Mba;http://www.forbes.com/companies/sino-ocean-land-holdings/
Interpublic Group;9,129;7,537;0,4771;12,747;1178;Consumer Discretionary;Advertising;North America;United States;New York;New York;Michael Roth;http://www.forbes.com/companies/interpublic-group/
Deutsche Annington Immobilien;12,148;2,127;0,534;17,859;1179;;;Europe;Germany;Germany;;Rolf Buch;http://www.forbes.com/companies/deutsche-annington-immobilien/
Tingyi Holding;12,173;10,238;0,4005;9,206;1179;Consumer Staples;Food Processing;Asia;China;China;;Hong Wei;http://www.forbes.com/companies/tingyi-holding/
Advance Auto Parts;10,661;9,844;0,4925;7,962;1181;Consumer Discretionary;Specialty Stores;North America;United States;Virginia;Virginia;Darren Jackson;http://www.forbes.com/companies/advance-auto-parts/
American Financial Group;5,648;5,695;0,452;48,412;1182;Financials;Diversified Insurance;North America;United States;Ohio;Ohio;Carl Lindner III;http://www.forbes.com/companies/american-financial-group/
CA;14,342;4,347;0,777;10,915;1182;Information Technology;Software & Programming;North America;United States;New York;New York;Michael Gregoire;http://www.forbes.com/companies/ca/
Dubai Islamic Bank;6,932;1,697;0,6576;33,729;1182;Financials;Regional Banks;Asia;United Arab Emirates;United Arab Emirates;;Adnan Chilwan;http://www.forbes.com/companies/dubai-islamic-bank/
Oriental Land;28,631;4,341;0,6463;5,874;1185;Consumer Discretionary;Hotels & Motels;Asia;Japan;Japan;;Toshio Kagami;http://www.forbes.com/companies/oriental-land/
RHB Capital;5,794;3,169;0,6229;62,735;1185;Financials;Regional Banks;Asia;Malaysia;Malaysia;;Chee Kam;http://www.forbes.com/companies/rhb-capital/
Masraf Al Rayan;9,858;0,651;0,5499;21,996;1187;Financials;Regional Banks;Asia;Qatar;Qatar;;Adel Mustafawi;http://www.forbes.com/companies/masraf-al-rayan/
Shinsei Bank;5,22;3,459;0,6239;75,745;1188;Financials;Regional Banks;Asia;Japan;Japan;;Shigeki Toma;http://www.forbes.com/companies/shinsei-bank/
Raymond James Financial;8,14;5,013;0,4873;24,253;1189;Financials;Investment Services;North America;United States;Florida;Florida;Paul Reilly;http://www.forbes.com/companies/raymond-james-financial/
Southwestern Energy;9,38;4,062;0,9242;14,925;1189;Energy;Oil & Gas Operations;North America;United States;Texas;Texas;Steven Mueller;http://www.forbes.com/companies/southwestern-energy/
DSM;10,268;12,313;0,1923;14,673;1191;Materials;Diversified Chemicals;Europe;Netherlands;Netherlands;;Feike Sijbesma;http://www.forbes.com/companies/dsm/
Nutreco;3,352;6,968;6,9678;3,397;1192;Consumer Staples;Food Processing;Europe;Netherlands;Netherlands;;Knut Nesse;http://www.forbes.com/companies/nutreco/
Turk Telekom;9,763;6,218;0,9177;8,716;1192;Telecommunication Services;Telecommunications services;Europe;Turkey;Turkey;;Rami Aslan;http://www.forbes.com/companies/turk-telekom/
Wynn Resorts;13,271;5,434;0,7316;9,063;1192;Consumer Discretionary;Casinos & Gaming;North America;United States;Nevada;Nevada;Stephen Wynn;http://www.forbes.com/companies/wynn-resorts/
Electronic Arts;17,709;4,455;0,847;6,167;1195;Consumer Discretionary;Recreational Products;North America;United States;California;California;Andrew Wilson;http://www.forbes.com/companies/electronic-arts/
Hang Lung Group;6,388;2,27;0,8801;26,484;1196;Financials;Real Estate;Asia;Hong Kong;Hong Kong;;Nan Chen;http://www.forbes.com/companies/hang-lung-group/
Staples;10,299;22,492;0,1345;10,314;1197;Consumer Discretionary;Specialty Stores;North America;United States;Massachusetts;Massachusetts;Ronald Sargent;http://www.forbes.com/companies/staples/
Sistema;3,01;28,624;-4,0876;20,67;1198;Telecommunication Services;Telecommunications services;Asia;Russia;Russia;;Mikhail Shamolin;http://www.forbes.com/companies/sistema/
Hoya;17,528;4,513;0,8179;6,095;1199;Information Technology;Electronics;Asia;Japan;Japan;;Hiroshi Suzuki;http://www.forbes.com/companies/hoya/
China Resources Enterprise;4,73;21,776;-0,0208;23,387;1200;Consumer Staples;Food Retail;Asia;Hong Kong;Hong Kong;;Jie Hong;http://www.forbes.com/companies/china-resources-enterprise/
Cincinnati Financial;8,863;4,95;0,525;19,152;1200;Financials;Diversified Insurance;North America;United States;Ohio;Ohio;Steven Johnston;http://www.forbes.com/companies/cincinnati-financial/
RusHydro;3,732;8,728;0,6781;15,172;1202;Utilities;Electric Utilities;Asia;Russia;Russia;;Evgeny Dod;http://www.forbes.com/companies/rushydro/
Mondi;9,479;8,497;0,6253;7,681;1203;Materials;Paper & Paper Products;Europe;United Kingdom;United Kingdom;;David Hathorn;http://www.forbes.com/companies/mondi/
Agile Property Holdings;2,496;6,219;0,7534;19,919;1204;Financials;Real Estate;Asia;Hong Kong;Hong Kong;;Chan Yin;http://www.forbes.com/companies/agile-property-holdings/
Samsung SDS;18,594;7,503;0,3922;5,046;1205;Information Technology;Computer Services;Asia;South Korea;South Korea;;Dong-Soo Jun;http://www.forbes.com/companies/samsung-sds/
BBMG;8,563;6,516;0,3916;18,647;1206;Materials;Construction Materials;Asia;China;China;;Jiang Weiping;http://www.forbes.com/companies/bbmg/
Zoetis;23,196;4,785;0,583;6,607;1207;Health Care;Pharmaceuticals;North America;United States;New Jersey;New Jersey;Juan Alaix;http://www.forbes.com/companies/zoetis/
Hainan Airlines;8,567;5,839;0,4204;19,662;1208;Industrials;Airline;Asia;China;China;;Liu Lu;http://www.forbes.com/companies/hainan-airlines/
Hankyu Hanshin Holdings;7,982;6,528;0,4158;18,719;1209;Industrials;Railroads;Asia;Japan;Japan;;Kazuo Sumi;http://www.forbes.com/companies/hankyu-hanshin-holdings/
Mead Johnson Nutrition;20,863;4,409;0,7189;3,776;1210;Consumer Staples;Household/Personal Care;North America;United States;Illinois;Illinois;Peter Jakobsen;http://www.forbes.com/companies/mead-johnson-nutrition/
Sojitz;2,145;17,183;0,3174;19,521;1211;Industrials;Trading Companies;Asia;Japan;Japan;;Yoji Sato;http://www.forbes.com/companies/sojitz/
Jyske Bank;4,127;2,395;0,5495;88,024;1212;Financials;Regional Banks;Europe;Denmark;Denmark;;Anders Dam;http://www.forbes.com/companies/jyske-bank/
Oi;1,69;12,034;-1,8726;38,669;1213;Telecommunication Services;Telecommunications services;South America;Brazil;Brazil;;Bayard De Paoli Gontijo;http://www.forbes.com/companies/oi/
FMC Technologies;8,842;7,967;0,6999;7,176;1214;Energy;Oil Services & Equipment;North America;United States;Texas;Texas;John Gremp;http://www.forbes.com/companies/fmc-technologies/
Rite Aid;8,679;26,278;0,3295;7,186;1215;Consumer Staples;Drug Retail;North America;United States;Pennsylvania;Pennsylvania;John Standley;http://www.forbes.com/companies/rite-aid/
Dangote Cement;15,569;2,355;0,9959;5,381;1216;Materials;Construction Materials;Africa;Nigeria;Nigeria;;Onne Van Der Weijde;http://www.forbes.com/companies/dangote-cement/
PKN Orlen;6,966;33,856;-1,8416;13,155;1217;Energy;Oil & Gas Operations;Europe;Poland;Poland;;Dariusz Krawiec;http://www.forbes.com/companies/pkn-orlen/
Hikvision;21,328;2,772;0,7572;3,432;1218;Information Technology;Electronics;Asia;China;China;;Yang Hu;http://www.forbes.com/companies/hikvision/
Nippon Paint;11,689;2,452;1,7059;6,196;1218;;;Asia;Japan;Japan;;Tetsushi Tadoh;http://www.forbes.com/companies/nippon-paint/
Stora Enso;8,492;13,547;0,1313;15,546;1220;Materials;Paper & Paper Products;Europe;Finland;Finland;;Karl-Henrik Sundström;http://www.forbes.com/companies/stora-enso/
Wuhan Iron & Steel;8,075;13,627;0,0889;16,423;1221;Materials;Iron & Steel;Asia;China;China;;Ji Zou;http://www.forbes.com/companies/wuhan-iron-steel/
Perrigo;23,231;4,175;0,3465;16,461;1222;Health Care;Pharmaceuticals;Europe;Ireland;Ireland;;Joseph Papa;http://www.forbes.com/companies/perrigo/
Vestas Wind Systems;9,769;9,163;0,5196;8,467;1222;Industrials;Electrical Equipment;Europe;Denmark;Denmark;;Anders Runevad;http://www.forbes.com/companies/vestas-wind-systems/
Starwood Property Trust;5,506;0,715;0,4902;116,099;1224;;;North America;United States;Connecticut;Connecticut;Barry Sternlicht;http://www.forbes.com/companies/starwood-property-trust/
Sun Pharma Industries;38,96;2,786;0,5203;5,11;1225;Health Care;Pharmaceuticals;Asia;India;India;;Dilip Shanghvi;http://www.forbes.com/companies/sun-pharma-industries/
Autoliv;10,611;9,241;0,4678;7,443;1226;Consumer Discretionary;Auto & Truck Parts;Europe;Sweden;Sweden;;Jan Carlson;http://www.forbes.com/companies/autoliv/
Taisei;6,608;15,328;0,3519;13,548;1226;Industrials;Construction Services;Asia;Japan;Japan;;Takashi Yamauchi;http://www.forbes.com/companies/taisei/
Metalurgica Gerdau;1,325;18,075;0,0859;23,796;1228;Materials;Iron & Steel;South America;Brazil;Brazil;;André Gerdau;http://www.forbes.com/companies/metalurgica-gerdau/
Jeronimo Martins;8,357;16,82;0,4002;6,259;1229;Consumer Staples;Food Retail;Europe;Portugal;Portugal;;Pedro De Castro Soares Dos Santos;http://www.forbes.com/companies/jeronimo-martins/
Unicharm;16,778;6,974;0,4123;5,831;1230;Consumer Staples;Household/Personal Care;Asia;Japan;Japan;;Takahisa Takahara;http://www.forbes.com/companies/unicharm/
Harbin Bank;3,886;3,343;0,6178;55,469;1231;Financials;Regional Banks;Asia;China;China;;Guo Zhiwen;http://www.forbes.com/companies/harbin-bank/
NetApp;11,233;6,223;0,622;9,235;1232;Information Technology;Computer Storage Devices;North America;United States;California;California;Thomas Georgens;http://www.forbes.com/companies/netapp/
Shizuoka Bank;6,234;1,943;0,4235;91,457;1232;Financials;Regional Banks;Asia;Japan;Japan;;Katsunori Nakanishi;http://www.forbes.com/companies/shizuoka-bank/
Espirito Santo Financial;0,271;7,22;-1,1501;119,108;1234;Financials;Regional Banks;Europe;Luxembourg;Luxembourg;;Roger Hartmann;http://www.forbes.com/companies/espirito-santo-financial/
Annaly Capital Management;9,97;-0,115;-0,8421;88,355;1235;Financials;Real Estate;North America;United States;New York;New York;Wellington Denahan;http://www.forbes.com/companies/annaly-capital-management/
First Quantum Minerals;7,78;3,539;0,844;17,824;1235;Materials;Diversified Metals & Mining;North America;Canada;Canada;;Philip Pascall;http://www.forbes.com/companies/first-quantum-minerals/
Olam International;3,607;15,606;0,4597;12,559;1237;Consumer Staples;Food Processing;Asia;Singapore;Singapore;;Sunny Verghese;http://www.forbes.com/companies/olam-international/
Wm Morrison Supermarkets;6,829;27,492;-1,2441;13,774;1237;Consumer Staples;Food Retail;Europe;United Kingdom;United Kingdom;;David Potts;http://www.forbes.com/companies/wm-morrison-supermarkets/
AutoNation;7,375;19,109;0,4187;8,4;1239;Consumer Discretionary;Specialty Stores;North America;United States;Florida;Florida;Michael Jackson;http://www.forbes.com/companies/autonation/
Direct Line Insurance;7,164;5,334;0,6135;17,957;1240;Financials;Diversified Insurance;Europe;United Kingdom;United Kingdom;;Paul Geddes;http://www.forbes.com/companies/direct-line-insurance/
Guosen Securities;32,773;1,293;0,3429;13,47;1241;Financials;Investment Services;Asia;China;China;;Chen Hongqiao;http://www.forbes.com/companies/guosen-securities/
Sharp;3,482;27,023;-0,1258;18,422;1242;Consumer Discretionary;Consumer Electronics;Asia;Japan;Japan;;Kozo Takahashi;http://www.forbes.com/companies/sharp/
BPI;9,053;1,509;0,4064;32,433;1243;Financials;Regional Banks;Asia;Philippines;Philippines;;Cezar Consing;http://www.forbes.com/companies/bpi/
Markel;10,797;5,129;0,313;25,2;1244;Financials;Diversified Insurance;North America;United States;Virginia;Virginia;Alan Kirshner;http://www.forbes.com/companies/markel/
Molson Coors Brewing;14,288;4,146;0,514;13,996;1245;Consumer Staples;Beverages;North America;United States;Colorado;Colorado;Mark Hunter;http://www.forbes.com/companies/molson-coors-brewing/
OMRON;9,688;7,887;0,5814;5,87;1246;Information Technology;Electronics;Asia;Japan;Japan;;Yoshihito Yamada;http://www.forbes.com/companies/omron/
Hindustan Petroleum;3,564;36,084;0,1788;16,561;1247;Energy;Oil & Gas Operations;Asia;India;India;;Nishi Vasudeva;http://www.forbes.com/companies/hindustan-petroleum/
Asahi Glass;7,749;12,738;0,1503;17,326;1248;Materials;Construction Materials;Asia;Japan;Japan;;Takuya Shimamura;http://www.forbes.com/companies/asahi-glass/
Manpower;6,791;20,759;0,4276;7,182;1249;Consumer Discretionary;Business & Personal Services;North America;United States;Wisconsin;Wisconsin;Jonas Prising;http://www.forbes.com/companies/manpower/
Thai Beverage;14,584;4,991;0,6682;5,228;1250;Consumer Staples;Beverages;Asia;Thailand;Thailand;;Thapana Sirivadhanabhakdi;http://www.forbes.com/companies/thai-beverage/
