Company;Market Value;Revenue;Profits;Assets;Rank;Sector;Industry;Continent;Country;Headquarters;State;CEO;Forbes Webpage
Daito Trust Construction;11,212;11,66;0,5434;5,551;995;Industrials;Construction Services;Asia;Japan;Japan;;Naomi Kumakiri;http://www.forbes.com/companies/daito-trust-construction/
Arrow Electronics;5,829;23,282;0,4977;13,022;996;Information Technology;Electronics;North America;United States;Colorado;Colorado;Michael Long;http://www.forbes.com/companies/arrow-electronics/
Nordstrom;8,921;14,438;0,6;7,698;997;Consumer Discretionary;Apparel/Footwear Retail;North America;United States;Washington;Washington;Enrique Hernandez;http://www.forbes.com/companies/nordstrom/
Keyence;36,511;3,082;1,1088;8,963;998;Information Technology;Electronics;Asia;Japan;Japan;;Akinori Yamamoto;http://www.forbes.com/companies/keyence/
Cencosud;7,981;16,875;0,3541;14,277;999;Consumer Discretionary;Specialty Stores;South America;Chile;Chile;;Jaime Bottinelli;http://www.forbes.com/companies/cencosud/
Fortis (Canada);8,7;5,258;0,6292;21,285;1000;Utilities;Electric Utilities;North America;Canada;Canada;;Barry Perry;http://www.forbes.com/companies/fortis-canada/
Spectra Energy;21,67;5,194;0,196;32,923;1000;Energy;Oil Services & Equipment;North America;United States;Texas;Texas;Gregory Ebel;http://www.forbes.com/companies/spectra-energy/
NEC;6,597;23,81;0,2881;20,761;1002;Information Technology;Electronics;Asia;Japan;Japan;;Takashi Niino;http://www.forbes.com/companies/nec/
Transocean;3,939;7,386;0,781;26,329;1002;Energy;Oil Services & Equipment;Europe;Switzerland;Switzerland;;Jeremy Thigpen;http://www.forbes.com/companies/transocean/
Henry Schein;14,033;10,63;0,4791;6,505;1004;Health Care;Medical Equipment & Supplies;North America;United States;New York;New York;Stanley Bergman;http://www.forbes.com/companies/henry-schein/
Mitsubishi Motors;4,446;18,619;0,7957;12,148;1005;Consumer Discretionary;Auto & Truck Manufacturers;Asia;Japan;Japan;;Osamu Masuko;http://www.forbes.com/companies/mitsubishi-motors/
Avnet;5,756;27,351;0,5665;11,302;1006;Information Technology;Electronics;North America;United States;Arizona;Arizona;Richard Hamada;http://www.forbes.com/companies/avnet/
Finmeccanica;7,116;14,41;0,265;28,5;1006;Industrials;Aerospace & Defense;Europe;Italy;Italy;;Mauro Moretti;http://www.forbes.com/companies/finmeccanica/
Quest Diagnostics;10,684;7,517;0,747;10,097;1008;Health Care;Healthcare Services;North America;United States;New Jersey;New Jersey;Stephen Rusckowski;http://www.forbes.com/companies/quest-diagnostics/
Schroders;9,955;3,177;0,7141;26,677;1009;Financials;Investment Services;Europe;United Kingdom;United Kingdom;;Timothy Mayopoulos;http://www.forbes.com/companies/schroders/
TDK;8,09;9,658;0,5891;12,584;1009;Information Technology;Electronics;Asia;Japan;Japan;;Takehiro Kamigama;http://www.forbes.com/companies/tdk/
Dr Pepper Snapple Group;16,214;6,264;0,764;8,869;1011;Consumer Staples;Beverages;North America;United States;Texas;Texas;Larry Young;http://www.forbes.com/companies/dr-pepper-snapple/
TUI;8,286;22,404;0,2945;14,76;1012;Consumer Discretionary;Business & Personal Services;Europe;Germany;Germany;;Friedrich Joussen;http://www.forbes.com/companies/tui/
PTT Global Chemical;8,203;11,772;0,5982;10,492;1013;Materials;Diversified Chemicals;Asia;Thailand;Thailand;;Supattanapong Punmeechaow;http://www.forbes.com/companies/ptt-global-chemical/
Hershey;19,465;7,387;0,513;5,344;1014;Consumer Staples;Food Processing;North America;United States;Pennsylvania;Pennsylvania;John Bilbrey;http://www.forbes.com/companies/hershey/
TCL Corp;6,772;16,427;0,326;19,239;1015;Consumer Discretionary;Consumer Electronics;Asia;China;China;;Dong Li;http://www.forbes.com/companies/tcl-corp/
Founder Securities;9,636;0,927;0,6815;27,798;1016;Financials;Investment Services;Asia;China;China;;Jie Lei;http://www.forbes.com/companies/founder-securities/
Carlsberg;14,691;9,716;-0,435;18,428;1017;Consumer Staples;Beverages;Europe;Denmark;Denmark;;Cees't Hart;http://www.forbes.com/companies/carlsberg/
Fiserv;21,862;5,254;0,712;9,34;1017;Information Technology;Software & Programming;North America;United States;Wisconsin;Wisconsin;Jeffery Yabuki;http://www.forbes.com/companies/fiserv/
Korea Gas;3,147;23,019;0,282;36,148;1019;Utilities;Natural Gas Utilities;Asia;South Korea;South Korea;;Seung-Hun Lee;http://www.forbes.com/companies/korea-gas/
Rockwell Automation;15,128;6,167;0,798;6,42;1019;Industrials;Other Industrial Equipment;North America;United States;;;Keith Nosbusch;http://www.forbes.com/companies/rockwell-automation/
WR Berkley;6,875;7,24;0,5037;21,731;1021;Financials;Property & Casualty Insurance;North America;United States;Connecticut;Connecticut;William Berkley;http://www.forbes.com/companies/wr-berkley/
Pgnig Group;7,983;9,667;0,5657;12,617;1022;Energy;Oil & Gas Operations;Europe;Poland;Poland;;Piotr Wozniak;http://www.forbes.com/companies/pgnig-group/
ATOS;8,997;11,849;0,4504;11,603;1023;Information Technology;Computer Services;Europe;France;France;;Thierry Breton;http://www.forbes.com/companies/atos/
Hydro One;11,002;5,11;0,5495;17,514;1024;Utilities;Electric Utilities;North America;Canada;Canada;;Mayo Schmidt;http://www.forbes.com/companies/hydro-one/
Bank Leumi;5,702;3,813;0,7269;107,068;1025;Financials;Regional Banks;Asia;Israel;Israel;;Rakefet Russak-Aminoach;http://www.forbes.com/companies/bank-leumi/
Kuwait Finance House;8,211;3,36;0,4962;55,518;1026;Financials;Regional Banks;Asia;Kuwait;Kuwait;;Mazen El-Nahedh;http://www.forbes.com/companies/kuwait-finance-house/
Dubai Islamic Bank;6,606;1,992;0,8665;40,811;1027;Financials;Regional Banks;Asia;United Arab Emirates;United Arab Emirates;;Adnan Chilwan;http://www.forbes.com/companies/dubai-islamic-bank/
Axiata Group;13,239;5,086;0,6533;13,237;1028;Information Technology;Communications Equipment;Asia;Malaysia;Malaysia;;Jamaludin Ibrahim;http://www.forbes.com/companies/axiata-group/
Gemdale;8,422;4,74;0,7046;21,241;1029;Financials;Real Estate;Asia;China;China;;Ke Ling;http://www.forbes.com/companies/gemdale/
Helvetia Holding;5,587;9,453;0,3197;54,433;1030;Financials;Diversified Insurance;Europe;Switzerland;Switzerland;;Stefan Loacker;http://www.forbes.com/companies/helvetia-holding/
Lam Research;12,814;5,827;0,7864;10,024;1031;Information Technology;Semiconductors;North America;United States;California;California;Martin Anstice;http://www.forbes.com/companies/lam-research/
Bank of Yokohama;5,774;2,565;0,6462;130,901;1032;Financials;Regional Banks;Asia;Japan;Japan;;Tatsumaro Terazawa;http://www.forbes.com/companies/bank-of-yokohama/
Galp Energia;11,26;17,216;0,1442;13,897;1033;Energy;Oil & Gas Operations;Europe;Portugal;Portugal;;Carlos Gomes da Silva;http://www.forbes.com/companies/galp-energia/
Intact Financial;9,531;6,264;0,5518;15,09;1034;Financials;Property & Casualty Insurance;North America;Canada;Canada;;Charles Brindamour;http://www.forbes.com/companies/intact-financial/
Amphenol;17,52;5,693;0,7402;7,886;1035;Information Technology;Electronics;North America;United States;Connecticut;Connecticut;Richard Norwitt;http://www.forbes.com/companies/amphenol/
Raymond James Financial;7,617;5,35;0,4939;27,8;1035;Financials;Investment Services;North America;United States;Florida;Florida;Paul Reilly;http://www.forbes.com/companies/raymond-james-financial/
Centene;10,597;22,76;0,355;7,339;1037;Health Care;Managed Health Care;North America;United States;Missouri;Missouri;Michael Neidorff;http://www.forbes.com/companies/centene/
Leucadia National;6,163;11,105;0,2704;46,659;1038;Industrials;Conglomerates;North America;United States;New York;New York;Richard Handler;http://www.forbes.com/companies/leucadia-national/
Dongbu Insurance;4,453;11,85;0,37;33,48;1039;Financials;Property & Casualty Insurance;Asia;South Korea;South Korea;;Jeong-Nam Kim;http://www.forbes.com/companies/dongbu-insurance/
Neste Oil;8,421;12,343;0,6188;7,379;1040;Energy;Oil & Gas Operations;Europe;Finland;Finland;;Matti Lievonen;http://www.forbes.com/companies/neste-oil/
T Rowe Price;19,21;4,241;1,2017;5,243;1041;Financials;Investment Services;North America;United States;Maryland;Maryland;William Stromberg;http://www.forbes.com/companies/t-rowe-price/
Kerry Group;16,052;6,77;0,5826;7,618;1042;Consumer Staples;Food Processing;Europe;Ireland;Ireland;;Stan Mccarthy;http://www.forbes.com/companies/kerry-group/
Ventas;20,337;3,445;0,399;22,262;1042;Financials;Real Estate;North America;United States;Illinois;Illinois;Debra Cafaro;http://www.forbes.com/companies/ventas/
Qantas Airways;5,37;12,162;0,7819;12,736;1044;Industrials;Airline;Australia;Australia;Australia;;Alan Joyce;http://www.forbes.com/companies/qantas-airways/
Deutsche Wohnen;9,894;1,526;1,2879;14,882;1045;;;Europe;Germany;Germany;;Michael Zahn;http://www.forbes.com/companies/deutsche-wohnen/
Apache;21,272;6,551;-23,119;18,842;1046;Energy;Oil & Gas Operations;North America;United States;Texas;Texas;John Christmann;http://www.forbes.com/companies/apache/
Next;10,815;6,355;1,0145;3,305;1047;Consumer Discretionary;Department Stores;Europe;United Kingdom;United Kingdom;;Simon Wolfson;http://www.forbes.com/companies/next/
Alleghany;7,92;5,11;0,5603;23,216;1048;Financials;Property & Casualty Insurance;North America;United States;New York;New York;Weston Hicks;http://www.forbes.com/companies/alleghany/
Comerica;7,704;2,842;0,456;69,007;1049;Financials;Major Banks;North America;United States;Texas;Texas;Ralph Babb;http://www.forbes.com/companies/comerica/
Advanced Semiconductor;8,28;8,922;0,6134;11,121;1050;Information Technology;Semiconductors;Asia;Taiwan;Taiwan;;Chien Chang;http://www.forbes.com/companies/advanced-semiconductor/
Bank of India;1,197;7,844;0,3292;99,916;1050;Financials;Regional Banks;Asia;India;India;;Melwyn Rego;http://www.forbes.com/companies/bank-of-india/
Salesforce.com;51,887;6,667;-0,0474;12,771;1052;Information Technology;Software & Programming;North America;United States;California;California;Marc Benioff;http://www.forbes.com/companies/salesforce/
Novolipetsk Steel;8,34;7,959;0,9799;8,919;1053;Materials;Iron & Steel;Asia;Russia;Russia;;Oleg Bagrin;http://www.forbes.com/companies/novolipetsk-steel/
Industries Qatar;17,744;1,436;1,2208;9,818;1054;Materials;Specialized Chemicals;Asia;Qatar;Qatar;;Saad Al-Kaabi;http://www.forbes.com/companies/industries-qatar/
Gecina;8,725;0,658;1,7845;14,378;1055;Financials;Real Estate;Europe;France;France;;Philippe Depoux;http://www.forbes.com/companies/gecina/
Japan Exchange Group;8,969;0,982;0,3134;208,079;1056;Financials;Investment Services;Asia;Japan;Japan;;Akira Kiyota;http://www.forbes.com/companies/japan-exchange-group/
China National Building;2,903;15,956;0,1632;50,787;1057;Materials;Construction Materials;Asia;China;China;;Zhi Song;http://www.forbes.com/companies/china-national-building/
Financiere de l'Odet;6,283;12,003;0,3294;23,433;1057;Industrials;Conglomerates;Europe;France;France;;Cédric De Bailliencourt;http://www.forbes.com/companies/financiere-de-lodet/
Shanghai Pharmaceuticals;6,648;16,748;0,4582;11,449;1059;Consumer Staples;Drug Retail;Asia;China;China;;Chuan He;http://www.forbes.com/companies/shanghai-pharmaceuticals/
SCANA;9,508;4,38;0,746;17,146;1060;Utilities;Electric Utilities;North America;United States;South Carolina;South Carolina;Kevin Marsh;http://www.forbes.com/companies/scana/
ALFA;9,374;16,261;0,2379;15,442;1061;Industrials;Conglomerates;North America;Mexico;Mexico;;Armando Sada;http://www.forbes.com/companies/alfa/
Bidvest Group;8,358;15,09;0,482;6,57;1062;Industrials;Conglomerates;Africa;South Africa;South Africa;;Brian Joffe;http://www.forbes.com/companies/bidvest-group/
Bank Negara Indonesia;6,917;3,625;0,6795;38,393;1063;Financials;Regional Banks;Asia;Indonesia;Indonesia;;Achmad Baiquni;http://www.forbes.com/companies/bank-negara-indonesia/
Symantec;11,747;5,424;0,619;11,936;1064;Information Technology;Software & Programming;North America;United States;California;California;Michael Brown;http://www.forbes.com/companies/symantec/
Bank of Tianjin;1,661;4,136;0,7169;87,112;1065;Financials;Regional Banks;Asia;China;China;;Fu Yuan;http://www.forbes.com/companies/bank-of-tianjin/
Advance Auto Parts;11,648;9,737;0,4717;8,135;1066;Consumer Discretionary;Specialty Stores;North America;United States;Virginia;Virginia;Thomas Greco;http://www.forbes.com/companies/advance-auto-parts/
Clorox;15,851;5,693;0,686;4,175;1066;Consumer Staples;Household/Personal Care;North America;United States;California;California;Benno Dorer;http://www.forbes.com/companies/clorox/
CP All;11,778;11,432;0,3992;9,145;1068;Consumer Staples;Food Retail;Asia;Thailand;Thailand;;Tanin Buranamanit;http://www.forbes.com/companies/cp-all/
China Steel;11,103;8,977;0,2395;20,645;1068;Materials;Iron & Steel;Asia;Taiwan;Taiwan;;Chih Sung;http://www.forbes.com/companies/china-steel/
Regeneron Pharmaceuticals;42,374;4,104;0,6361;5,609;1070;Health Care;Biotechs;North America;United States;New York;New York;Leonard Schleifer;http://www.forbes.com/companies/regeneron-pharmaceuticals/
Adecco;11,533;24,402;0,0089;10,565;1071;Consumer Discretionary;Business & Personal Services;Europe;Switzerland;Switzerland;;Alain Dehaze;http://www.forbes.com/companies/adecco/
Kyushu Financial Group;2,64;;0,8123;72,979;1072;Financials;Regional Banks;Asia;Japan;Japan;;Takahiro Kai;http://www.forbes.com/companies/kyushu-financial-group/
Seagate Technology;7,505;12,168;0,628;8,796;1073;Information Technology;Computer Storage Devices;Europe;Ireland;Ireland;;Stephen Luczo;http://www.forbes.com/companies/seagate-technology/
Wm Morrison Supermarkets;6,438;24,529;0,3378;13,191;1074;Consumer Staples;Food Retail;Europe;United Kingdom;United Kingdom;;David Potts;http://www.forbes.com/companies/wm-morrison-supermarkets/
Mitsubishi UFJ Lease;4,163;6,67;0,4569;42,259;1075;Financials;Rental & Leasing;Asia;Japan;Japan;;Tadashi Shiraishi;http://www.forbes.com/companies/mitsubishi-ufj-lease/
SGS;17,104;5,932;0,5702;5,888;1075;Consumer Discretionary;Business & Personal Services;Europe;Switzerland;Switzerland;;Frankie Ng;http://www.forbes.com/companies/sgs/
Asustek Computer;6,61;14,875;0,5384;10,156;1077;Information Technology;Computer Hardware;Asia;Taiwan;Taiwan;;Chen Shen;http://www.forbes.com/companies/asustek-computer/
Nippon Yusen;3,743;19,706;0,3466;20,209;1077;Industrials;Other Transportation;Asia;Japan;Japan;;Yasumi Kudo;http://www.forbes.com/companies/nippon-yusen/
American Financial Group;6,036;6,273;0,352;50,516;1079;Financials;Diversified Insurance;North America;United States;Ohio;Ohio;Carl Lindner;http://www.forbes.com/companies/american-financial-group/
Ctrip.com International;21,215;1,731;0,397;18,302;1080;Consumer Discretionary;Business & Personal Services;Asia;China;China;;James Liang;http://www.forbes.com/companies/ctripcom-international/
Sinotex Investment & Development;9,752;3,13;0,7096;19,819;1081;;;Asia;China;China;;Qin Bao;http://www.forbes.com/companies/sinotex-investment-development/
Meiji Holdings;12,075;9,968;0,4339;7,48;1082;Consumer Staples;Food Processing;Asia;Japan;Japan;;Shigetaro Asano;http://www.forbes.com/companies/meiji-holdings/
Mitsubishi Materials;4,372;11,904;0,5983;15,127;1083;Materials;Diversified Metals & Mining;Asia;Japan;Japan;;Hiroshi Yao;http://www.forbes.com/companies/mitsubishi-materials/
HD Supply Holdings;6,901;7,887;1,286;6,016;1084;Consumer Discretionary;Home Improvement Retail;North America;United States;Georgia;Georgia;Joseph Deangelo;http://www.forbes.com/companies/hd-supply-holdings/
Interpublic Group;9,428;7,614;0,4546;12,585;1084;Consumer Discretionary;Advertising;North America;United States;New York;New York;Michael Roth;http://www.forbes.com/companies/interpublic-group/
Saputo;12,528;8,419;0,4814;5,551;1086;Consumer Staples;Food Processing;North America;Canada;Canada;;Lino Saputo;http://www.forbes.com/companies/saputo/
GAIL India;6,982;9,873;0,5168;12,137;1087;Utilities;Natural Gas Utilities;Asia;India;India;;Bhuwan Tripathi;http://www.forbes.com/companies/gail-india/
Kajima;6,781;14,412;0,3335;15,231;1087;Industrials;Construction Services;Asia;Japan;Japan;;Mitsuyoshi Nakamura;http://www.forbes.com/companies/kajima/
Jeronimo Martins;10,158;15,223;0,3696;5,793;1089;Consumer Staples;Food Retail;Europe;Portugal;Portugal;;Pedro Soares dos Santos;http://www.forbes.com/companies/jeronimo-martins/
Galaxy Entertainment;15,118;6,577;0,5367;7,142;1090;Consumer Discretionary;Casinos & Gaming;Asia;Hong Kong;Hong Kong;;Che-woo Lui;http://www.forbes.com/companies/galaxy-entertainment/
Cielo;20,629;3,33;1,0512;7,577;1091;Consumer Discretionary;Business & Personal Services;South America;Brazil;Brazil;;Rômulo Dias;http://www.forbes.com/companies/cielo/
Coca-Cola Enterprises;11,814;7,011;0,596;7,611;1092;Consumer Staples;Beverages;North America;United States;Georgia;Georgia;John Brock;http://www.forbes.com/companies/coca-cola-enterprises/
Netflix;41,073;7,164;0,1266;11,262;1093;Consumer Discretionary;Internet & Catalog Retail;North America;United States;California;California;Reed Hastings;http://www.forbes.com/companies/netflix/
China Gezhouba;4,22;12,786;0,4269;19,655;1094;Industrials;Construction Services;Asia;China;China;;Jian He;http://www.forbes.com/companies/china-gezhouba/
Asahi Glass;6,917;10,955;0,3544;16,553;1095;Materials;Construction Materials;Asia;Japan;Japan;;Takuya Shimamura;http://www.forbes.com/companies/asahi-glass/
Nitto Denko;9,965;6,815;0,7551;7,174;1096;Materials;Diversified Chemicals;Asia;Japan;Japan;;Hideo Takasaki;http://www.forbes.com/companies/nitto-denko/
HollyFrontier;6,396;13,082;0,7378;8,67;1097;Energy;Oil & Gas Operations;North America;United States;Texas;Texas;George Damiris;http://www.forbes.com/companies/hollyfrontier/
Hikvision;19,532;4,084;0,9384;4,817;1098;Information Technology;Electronics;Asia;China;China;;Yang Hu;http://www.forbes.com/companies/hikvision/
Guangzhou Automobile Group;17,021;4,522;0,672;10,343;1099;Consumer Discretionary;Auto & Truck Manufacturers;Asia;China;China;;Qing Zeng;http://www.forbes.com/companies/guangzhou-automobile/
Canadian Tire;7,925;9,598;0,5154;10,79;1100;Consumer Discretionary;Specialty Stores;North America;Canada;Canada;;Michael Medline;http://www.forbes.com/companies/canadian-tire/
Marathon Oil;12,157;5,431;-2,204;32,311;1101;Energy;Oil & Gas Operations;North America;United States;Texas;Texas;Lee Tillman;http://www.forbes.com/companies/marathon-oil/
Terna;10,89;2,06;0,6604;17,172;1101;Utilities;Electric Utilities;Europe;Italy;Italy;;Matteo Fante;http://www.forbes.com/companies/terna/
El Puerto de Liverpool;15,928;5,748;0,58;6,659;1103;Consumer Discretionary;Department Stores;North America;Mexico;Mexico;;Graciano Michel;http://www.forbes.com/companies/el-puerto-de-liverpool/
Advanced Info Service;13,092;4,531;1,1424;5,052;1104;Telecommunication Services;Telecommunications services;Asia;Thailand;Thailand;;Somchai Lertsutiwong;http://www.forbes.com/companies/advanced-info-service/
NVIDIA;19,751;5,01;0,613;7,37;1105;Information Technology;Semiconductors;North America;United States;California;California;Jen-Hsun Huang;http://www.forbes.com/companies/nvidia/
Host Hotels & Resorts;11,463;5,387;0,558;11,784;1106;Financials;Real Estate;North America;United States;Maryland;Maryland;W Walter;http://www.forbes.com/companies/host-hotels-resorts/
EasyJet;8,283;7,237;0,8463;7,313;1107;Industrials;Airline;Europe;United Kingdom;United Kingdom;;Carolyn Mccall;http://www.forbes.com/companies/easyjet/
Kyushu Electric Power;4,78;15,362;0,1306;38,481;1108;Utilities;Electric Utilities;Asia;Japan;Japan;;Masayoshi Nuki;http://www.forbes.com/companies/kyushu-electric-power/
Air France-KLM;2,682;28,897;0,1309;25,349;1109;Industrials;Airline;Europe;France;France;;Alexandre Juniac;http://www.forbes.com/companies/air-france-klm/
Amadeus IT Holdings;19,607;4,339;0,7606;7,687;1110;Information Technology;Software & Programming;Europe;Spain;Spain;;Luis Camino;http://www.forbes.com/companies/amadeus-it-holdings/
Tokyo Electron;11,668;5,63;0,7736;6,39;1111;Information Technology;Semiconductors;Asia;Japan;Japan;;Toshiki Kawai;http://www.forbes.com/companies/tokyo-electron/
Hankyu Hanshin Holdings;8,267;5,449;0,4579;18,894;1112;Industrials;Railroads;Asia;Japan;Japan;;Kazuo Sumi;http://www.forbes.com/companies/hankyu-hanshin-holdings/
Bashneft;6,42;9,868;0,949;7,121;1113;Energy;Oil & Gas Operations;Asia;Russia;Russia;;Alexander Korsik;http://www.forbes.com/companies/bashneft/
Arab National Bank;5,453;1,546;0,7847;44,417;1114;Financials;Regional Banks;Asia;Saudi Arabia;Saudi Arabia;;Robert Eid;http://www.forbes.com/companies/arab-national-bank/
W&W-Wüstenrot;1,865;7,671;0,2998;80,119;1114;Financials;Investment Services;Europe;Germany;Germany;;Alexander Erdland;http://www.forbes.com/companies/ww-wustenrot/
Sandvik;13,394;10,48;0,2664;12,112;1116;Industrials;Other Industrial Equipment;Europe;Sweden;Sweden;;Björn Rosengren;http://www.forbes.com/companies/sandvik/
Bank of Jinzhou;4,915;3,591;0,7763;55,695;1117;Financials;Regional Banks;Asia;China;China;;Yong Ning;http://www.forbes.com/companies/bank-of-jinzhou/
VimpelCom;6,664;9,781;-0,6267;33,849;1117;Telecommunication Services;Telecommunications services;Europe;Netherlands;Netherlands;;Jean-Yves Charlier;http://www.forbes.com/companies/vimpelcom/
Woodside Petroleum;18,127;5,023;-0,0265;23,839;1119;Energy;Oil & Gas Operations;Australia;Australia;Australia;;Peter Coleman;http://www.forbes.com/companies/woodside-petroleum/
Power Finance;3,494;4,096;0,982;36,58;1120;Consumer Discretionary;Business & Personal Services;Asia;India;India;;Mukesh Goel;http://www.forbes.com/companies/power-finance/
Sun Pharma Industries;29,666;4,132;0,6062;7,737;1121;Health Care;Pharmaceuticals;Asia;India;India;;Dilip Shanghvi;http://www.forbes.com/companies/sun-pharma-industries/
Yamaha Motor;6,347;13,343;0,4958;10,85;1122;Consumer Discretionary;Recreational Products;Asia;Japan;Japan;;Hiroyuki Yanagi;http://www.forbes.com/companies/yamaha-motor/
Staples;6,78;21,06;0,379;10,172;1123;Consumer Discretionary;Specialty Stores;North America;United States;Massachusetts;Massachusetts;Ronald Sargent;http://www.forbes.com/companies/staples/
Pentair;10,35;6,449;0,4758;11,857;1124;Industrials;Other Industrial Equipment;Europe;United Kingdom;United Kingdom;;Randall Hogan;http://www.forbes.com/companies/pentair/
Netease;17,509;3,614;1,0685;6,338;1125;Information Technology;Computer Services;Asia;China;China;;Lei Ding;http://www.forbes.com/companies/netease/
Fluor;7,556;18,114;0,4125;7,632;1126;Industrials;Construction Services;North America;United States;Texas;Texas;David Seaton;http://www.forbes.com/companies/fluor/
Harley-Davidson;8,91;6,072;0,7328;10,468;1126;Consumer Discretionary;Recreational Products;North America;United States;Wisconsin;Wisconsin;Matt Levatich;http://www.forbes.com/companies/harley-davidson/
Moody's;19,251;3,484;0,9413;5,123;1128;Consumer Discretionary;Business & Personal Services;North America;United States;New York;New York;Ray Mcdaniel;http://www.forbes.com/companies/moodys/
JG Summit Holdings;12,805;4,875;0,4966;12,751;1129;Industrials;Conglomerates;Asia;Philippines;Philippines;;James Go;http://www.forbes.com/companies/jg-summit-holdings/
Thai Beverage;13,57;5,026;0,7725;5,058;1129;Consumer Staples;Beverages;Asia;Thailand;Thailand;;Thapana Sirivadhanabhakdi;http://www.forbes.com/companies/thai-beverage/
Harbin Bank;3,175;3,662;0,709;68,506;1131;Financials;Regional Banks;Asia;China;China;;Zhi Guo;http://www.forbes.com/companies/harbin-bank/
Shanghai Construction;4,706;19,508;0,2984;21,902;1131;Industrials;Construction Services;Asia;China;China;;Zheng Xu;http://www.forbes.com/companies/shanghai-construction/
St. James's Place;6,878;4,756;0,3089;87,244;1133;Financials;Investment Services;Europe;United Kingdom;United Kingdom;;David Bellamy;http://www.forbes.com/companies/st-jamess-place/
Delta Electronics;12,06;6,407;0,5894;6,889;1134;Information Technology;Electronics;Asia;Taiwan;Taiwan;;Chung Li;http://www.forbes.com/companies/delta-electronics/
Mondi;8,985;7,564;0,6653;7,027;1135;Materials;Paper & Paper Products;Europe;United Kingdom;United Kingdom;;David Hathorn;http://www.forbes.com/companies/mondi/
Royal Mail;6,954;14,205;0,4448;10,109;1135;Industrials;Air Courier;Europe;United Kingdom;United Kingdom;;Moya Greene;http://www.forbes.com/companies/royal-mail/
SMC;17,322;3,948;0,8553;9,557;1137;Industrials;Other Industrial Equipment;Asia;Japan;Japan;;Yoshiyuki Takada;http://www.forbes.com/companies/smc-corp/
Rite Aid;8,414;30,737;0,1655;11,277;1138;Consumer Staples;Drug Retail;North America;United States;Pennsylvania;Pennsylvania;John Standley;http://www.forbes.com/companies/rite-aid/
PVH;7,809;8,02;0,5724;10,696;1139;Consumer Discretionary;Apparel/Accessories;North America;United States;New York;New York;Emanuel Chirico;http://www.forbes.com/companies/pvh/
Lend Lease Group;5,606;11,078;0,4929;13,884;1140;Financials;Real Estate;Australia;Australia;Australia;;Stephen Mccann;http://www.forbes.com/companies/lend-lease-group/
RSA Insurance Group;6,876;10,21;0,0993;27,448;1140;Financials;Property & Casualty Insurance;Europe;United Kingdom;United Kingdom;;Stephen Hester;http://www.forbes.com/companies/rsa-insurance-group/
Brambles;15,329;5,421;0,5892;7,709;1142;Consumer Discretionary;Business & Personal Services;Australia;Australia;Australia;;Thomas Gorman;http://www.forbes.com/companies/brambles/
Genworth Financial;1,49;8,833;-0,615;106,431;1142;Financials;Diversified Insurance;North America;United States;Virginia;Virginia;Thomas Mcinerney;http://www.forbes.com/companies/genworth-financial/
Abertis;15,032;4,854;-0,9163;27,96;1144;Industrials;Other Transportation;Europe;Spain;Spain;;Francisco Massanet;http://www.forbes.com/companies/abertis/
Arch Capital Group;8,645;4,037;0,5377;23,177;1145;Financials;Property & Casualty Insurance;North America;Bermuda;Bermuda;;Constantine Iordanou;http://www.forbes.com/companies/arch-capital-group/
Western Union;9,947;5,429;0,8378;9,459;1146;Consumer Discretionary;Business & Personal Services;North America;United States;Colorado;Colorado;Hikmet Ersek;http://www.forbes.com/companies/western-union/
Legrand;15,133;5,334;0,6106;8,488;1147;Industrials;Electrical Equipment;Europe;France;France;;Gilles Schnepp;http://www.forbes.com/companies/legrand/
Attijariwafa Bank;7,16;3,23;0,4614;41,455;1148;Financials;Regional Banks;Africa;Morocco;Morocco;;Mohamed Kettani;http://www.forbes.com/companies/attijariwafa-bank/
Tenaris;16,229;7,09;-0,0832;14,887;1149;Energy;Oil Services & Equipment;Europe;Luxembourg;Luxembourg;;Paolo Rocca;http://www.forbes.com/companies/tenaris/
Willis Towers Watson;17,104;3,825;0,373;18,839;1149;Financials;Diversified Insurance;Europe;United Kingdom;United Kingdom;;John Haley;http://www.forbes.com/companies/willis-towers-watson/
AntarChile;4,775;18,079;0,3101;20,473;1151;Financials;Investment Services;South America;Chile;Chile;;Jorge Fouqué;http://www.forbes.com/companies/antarchile/
Motorola Solutions;13,199;5,695;0,608;8,387;1152;Information Technology;Communications Equipment;North America;United States;Illinois;Illinois;Gregory Brown;http://www.forbes.com/companies/motorola-solutions/
Dover;10,447;6,863;0,5815;8,981;1153;Industrials;Conglomerates;North America;United States;Illinois;Illinois;Robert Livingston;http://www.forbes.com/companies/dover/
Experian;17,374;4,656;0,674;7,465;1154;Consumer Discretionary;Business & Personal Services;Europe;Ireland;Ireland;;Brian Cassin;http://www.forbes.com/companies/experian/
Intuit;26,28;4,526;0,508;4,349;1155;Information Technology;Software & Programming;North America;United States;California;California;Brad Smith;http://www.forbes.com/companies/intuit/
Bankinter;6,859;2,209;0,4081;63,722;1156;Financials;Regional Banks;Europe;Spain;Spain;;María Treviño;http://www.forbes.com/companies/bankinter/
Belgacom;11,505;6,591;0,5345;8,998;1157;Telecommunication Services;Telecommunications services;Europe;Belgium;Belgium;;Dominique Leroy;http://www.forbes.com/companies/belgacom/
